Id,Price
4836,253523.06988451025
14681,221758.21340066945
4475,155299.1447441922
14316,174572.56817362728
6663,184851.26226879313
9924,231669.62094191276
4135,104585.12460013347
6661,112307.64756899484
9778,135722.8298893255
4176,183270.58821816678
6675,211492.24875372503
7319,149357.43703606573
4834,209234.25130463167
3260,171550.1770675932
6607,140701.30394119746
11567,327740.2037368756
11838,109406.87083317136
6456,183957.32008199586
4637,430737.48767489335
13121,233138.3096278309
312,116231.75010728232
1482,171232.1569644071
11817,229185.918382552
918,167458.1057396652
11637,146647.34305962484
4695,130089.36574030363
5125,242491.32969182165
9236,200691.47854585567
14962,128562.19852664077
13475,157496.38217771688
16688,143546.7742119539
11080,240730.57506937784
9038,205907.90236408438
6368,243644.26979304623
1711,205641.02792001274
11604,222700.15527317362
11732,150833.5806580357
10515,243867.41394616468
343,199846.08528191032
10462,144803.29467002017
13762,137362.06272616147
8558,151174.63996099442
4052,401676.6261477873
6794,176167.76053734572
10014,139228.44842475757
6533,211230.18104411638
2449,206898.3246145506
6681,183098.5672543915
7883,207045.40729563928
12032,197889.2779913761
5886,261415.33170853695
8672,142740.58274090203
7295,200987.96307657973
875,168799.8102980106
9535,170073.0794805166
12513,210873.35631356153
11513,142591.78767040942
15067,158141.63952981963
12608,275397.0743894938
10720,149868.7837518642
12184,206533.83989050373
16472,144810.02574976766
10151,183665.93617064253
14584,132505.335006522
4353,175245.08586331893
6902,145732.21939331613
14686,231320.95927769673
1158,190035.31034502469
10141,142620.59099775992
8986,144604.57237694366
9033,139746.02360821536
512,206629.29315164668
13069,194131.47724421904
1343,143666.72385819632
5848,145589.50460809824
3862,202613.38934518566
6642,186871.83266638627
7582,208180.31548687565
2821,258144.67539037013
5912,232946.1891738735
10339,223093.0541051754
10582,147858.26230478875
7779,245043.53393334986
14428,133168.04647996536
10455,148793.6313814234
14622,183163.58560285805
6268,152639.23662262002
8713,220275.50260588972
146,266347.4322793974
1551,198138.74072894081
11985,211316.1877889246
3409,174794.534456245
5860,164325.86926394995
9493,211630.07033386052
8809,199758.23674186663
5055,147422.24743566167
12747,142087.86567653652
13707,126677.7789284137
1871,164432.65926940853
12644,198835.6260995839
5090,143146.8533298385
381,178801.19960064424
13504,206992.02718173238
3572,145078.76186682592
14523,213484.32186836956
5881,177778.77242659818
7848,197948.8337994634
7061,200982.09268482582
7615,209842.07361178537
15834,186924.98244308628
5002,231185.61715012343
2538,171756.76768046466
1254,142755.70338191703
244,204368.69129068695
5446,179196.39309302933
3103,237316.81546881076
7555,180480.7301317838
12262,239154.59963706063
4809,222924.35795583378
6909,208233.9791799588
4746,140304.76951312536
1234,214370.3692134384
11099,128010.65071056502
4129,161977.45082954032
7843,155875.19445664622
3715,204235.3623296512
14633,141067.7681815978
3806,163568.5391277132
12575,162996.99490807805
9251,237604.8178202081
5929,138468.1175212257
15576,145864.24650298717
6064,210901.43743467156
2600,266960.8169997223
1814,145465.91418585845
11380,229081.59676285135
11890,204095.5655617055
15608,204611.19642664702
5506,251516.49982361007
13459,144228.5375732871
8275,147536.44041737565
11286,198838.71909009895
8146,255128.35820722688
11418,199177.14251417178
12003,205011.76536211066
8752,147960.11161460116
5470,242068.62598757603
1,251294.53683298497
15622,170912.30637198524
8226,277234.26660526416
10545,279180.05560517655
3937,197963.6921279327
802,255446.78015812073
1048,204343.09285888885
12167,180196.57251563045
14354,235975.42852713587
12954,145952.25044784183
14986,220308.71607346187
12598,272632.0939912677
13015,202334.95082836368
15195,240582.50229694473
5149,197967.81295717804
7602,205645.14681244467
15539,272579.01778261
5195,210478.42414212239
10213,268206.86425307783
8629,154197.3249358393
4392,152430.17980389972
13119,134295.91479344742
16659,212357.18064222415
3258,190998.89022718708
5295,155574.58141816992
537,152517.5215989574
2143,141908.4775900907
9986,202799.90445943014
4412,252110.84132417687
13261,209495.37239241335
5618,143450.70934401982
7431,271910.30191489623
15988,138932.85188453214
14701,147180.45566404233
11717,241097.27897441227
11946,146870.58841994678
1370,142191.3683181306
8822,230628.10669664043
11066,266541.94282747834
2250,219216.22116572445
16384,172082.42265566724
16426,202521.92915629316
12695,205548.3882090518
8759,195332.5143725766
5454,165404.70408141124
1142,151871.19457878565
12350,133315.52770041977
52,275815.8434880738
3946,217480.40564796724
4118,144816.06792996736
12341,199866.54220531217
7986,160322.90853713918
3570,140889.8542681939
15587,132509.19806532294
5856,194565.59279499183
7428,208249.73740277239
1721,203386.59681346206
14536,240771.3530325679
9976,178503.80738064682
11524,229649.821480134
15306,169877.73400446432
6218,145416.0071779745
9696,159427.28727545726
2472,208792.2735508671
12659,231844.77981286717
15101,267113.8683392018
763,221919.81290325703
6077,156269.33234457512
7228,239592.38536767272
6580,194206.09721693757
7340,272331.2284948437
11877,201145.9650128396
14758,144297.9893458304
2990,144225.67579856247
16764,145360.43667112454
4881,205217.75633745658
516,145538.11578789062
15472,205893.50913549104
14163,142788.81501425966
4270,147608.76167673303
6313,215985.2791636826
10616,222284.8003226343
14395,180116.39366186585
7494,193130.73562224605
1385,138430.82849438488
9942,320327.701149551
14032,145676.0530555896
5705,198707.8873292743
9887,178007.09888599935
10281,197316.42902059486
6112,205309.14492564974
16709,230162.94022065203
15453,143752.47916640196
2984,145509.33984871456
15857,273717.64973802416
9553,157589.12742227054
8593,150030.14415502676
3493,176151.1179630385
12053,146604.79502786655
8872,140638.88600260456
15561,151231.82214787015
8155,237688.41728122678
9133,215472.55130461347
8301,206820.89750694038
15254,203138.7214105693
8684,179049.10582131371
13967,183161.9166059476
9365,131864.44335019725
3770,145605.519464945
15299,109412.6724498297
7899,141142.85890974963
10373,144180.75962100923
7055,203307.11819069527
1402,204343.09285888885
14853,210626.3181687182
12688,208955.9843715976
9825,236104.90008816437
6247,140938.52976172118
11529,143320.05930641928
5399,269948.82581085205
10136,135911.5373812082
16195,138607.09557021887
2809,213453.16833161638
16555,142400.895928822
3068,236373.0114602364
2558,138196.00439583478
9928,144803.29467002017
8910,223871.15604545583
14089,160004.8276847715
11718,176973.76160653884
9245,197239.27725232637
16071,210545.3239749199
8133,147174.00455350117
16520,205973.09190465973
8465,234974.1133535165
2612,210070.46303006826
8099,147754.0401789607
12946,122296.30056902967
13564,233928.87025331485
7210,116127.39148421757
4207,235787.1719689439
10301,206795.73424411795
4041,210606.1664793329
5319,138921.68238307314
7141,145734.46800751248
8664,215470.99328739772
4867,184295.32653892896
11188,253945.66988668015
9485,245343.54901201444
11082,147017.86041073047
15217,177942.56253075675
9453,145404.86044968606
14017,150741.29243863883
5892,246575.3415891418
4855,153229.73895871892
3594,213738.48690068867
3335,179956.28603297923
111,177600.31428681908
13904,140164.05528661067
3731,232740.46593467076
12751,150303.1072195266
13734,147987.7725390576
12995,179635.53308134488
11298,194360.3170268807
10978,207341.0448015902
2848,183994.72761638224
9280,146282.2991064529
6698,213667.37782167533
4510,117032.24270925994
6539,133504.5032542444
6658,144279.4668925124
2508,194622.44653473666
11329,239984.80414897454
1186,198232.0653741451
13289,146956.90466899838
13269,145676.76854771673
3499,153898.60079533956
9152,272132.9034536369
14037,194627.8392296065
7021,200600.28250533328
5196,206324.81802254973
10685,172819.1728411095
7438,195739.0897051009
914,200479.09838024952
3304,143629.22017376657
7782,139460.06669477077
4481,211386.07672172715
14801,205208.50932591187
10286,142624.13238121092
1738,243264.7070353481
3146,239805.54941349287
10153,243172.95232896408
6791,205671.49280216097
10865,154173.76936131966
14959,204702.1449757317
14157,204483.97754259658
16466,181681.3882911609
9835,178086.88093484397
8603,247663.20152693003
5140,131289.33974584824
13943,172736.5218315715
7607,220684.8417083445
7644,276344.3736336784
3214,139903.94068743836
8205,230896.3568914439
6897,207886.6966614453
8088,240237.61927621538
10670,205123.79375661403
563,197059.7867731665
13945,231236.47332222416
4255,213185.76985756692
8363,218583.15688538196
10409,248399.3862404197
10387,206126.27923242026
2844,136926.40846248536
273,205898.49181146547
11742,206403.4205368189
14150,205549.27376922208
4173,435619.42410627916
14090,180393.8491219115
4010,312224.9883924589
7137,263073.73764953524
12571,260095.52625375916
6254,181195.8636869927
5807,186339.3999027304
8290,229077.13118323506
12516,149187.23652664354
15733,209506.0515195448
13369,184444.24988809827
6995,324439.88990478386
12745,191043.8240260385
222,177894.5871336435
14378,346711.96596068994
13586,201312.60697029682
6719,197550.82339845737
190,192179.44916512872
227,160329.54086734267
8585,202793.56020218934
786,328044.965144703
6376,190986.49041573663
16655,220820.21512492167
16607,159037.0996174624
15248,413225.37317199365
14873,215958.62843265623
6321,238823.84804829909
9326,287977.5476740089
15961,192146.65501495963
5805,187662.65281614295
9989,429134.39817472536
6872,235772.45807635266
16537,198050.46709327638
12001,344302.19624870026
11859,143601.93060312863
2471,204753.9984272084
14255,163029.93015128063
7481,205355.1166624223
14083,283286.6316387837
1331,192144.70830407314
2106,201915.92525711976
13063,204613.7539271738
9420,177299.90062860626
11651,158255.59312957074
385,315533.56691163767
971,160534.23306540336
6910,157409.9286517455
2650,154260.54166133038
14897,143201.43671521824
5286,175290.2727564774
2366,159278.4524321323
15628,147276.80124419194
5645,198562.66805292637
11094,156339.89138997125
8102,164689.52881323447
12712,188705.97135685012
3133,178922.66851224634
5067,172641.6716266615
15949,223202.07000984548
7799,160555.24440146092
10048,136764.6999091471
16390,215816.98574540514
13621,164743.6612198758
12720,184453.1139349496
9901,224694.19704734586
9286,154506.95998373575
15543,158072.47205917188
11881,168165.86038421374
12468,144104.33476444014
2183,220232.46971111314
12406,147627.1217925943
13784,247860.32414274506
2790,226468.08301025233
3883,225203.20442798838
1663,177899.6553391359
10080,199622.2783868069
1613,228185.14739889395
16193,180124.8591192464
3,145131.8430122325
6443,227100.09985222295
3531,154992.20090554724
15471,141271.6688240019
5333,180110.8503794191
7725,140642.9676476186
11321,194359.28890689393
6551,193227.5160576112
11065,193993.55264495587
3382,170319.37508568628
10528,217302.7721761322
11344,184948.52796440455
9932,148189.40662416542
3740,211260.97910643267
12708,149931.02347439836
14541,150063.3265196613
5309,196891.38006548502
16795,178515.00115911214
16579,198670.65222277265
15833,409981.6180586874
14215,352770.54667047795
16496,200529.4862926369
4799,331709.4677165619
1580,283324.6095019525
11704,276407.4853993336
5883,366226.8685981884
4,197582.35691669694
6091,238515.9220960435
13107,273599.7462249722
10699,210828.34869156126
16455,261813.54747140742
3015,178147.2309445317
419,229422.2573639801
7788,186870.16494379024
7251,289804.53848030925
6777,345094.8185659647
5529,381584.61375888775
1138,380135.20922321174
3805,271566.11539083114
6144,274571.5947813202
1285,224640.4753892856
6518,217059.4368846506
10571,274477.05819467007
9438,148584.400272728
7778,195577.54380934517
11547,273190.95308723813
10551,159716.41529521695
13995,182037.2364293895
13631,155211.79914042738
10243,214840.5387854423
12325,216219.70384826194
14233,126874.85892076234
9073,126452.4429048491
13207,185098.16003464366
14764,146460.87969610954
7169,130295.33500004449
2441,218447.53572911897
9203,186213.54079050117
12102,205324.74961277354
1407,174711.5480544633
7732,182379.08168887603
12128,180260.45611345454
14540,211745.0369503852
5649,143502.3992228983
8316,126426.97774887574
15627,128106.47316208461
14676,143254.24853384832
6955,125624.52390516447
3986,123100.50878838045
14190,173556.7610664625
5099,130893.70979006382
11636,199239.95260123085
12886,126231.2224510767
362,146146.88216149082
8228,185155.0767808605
1228,195601.20993019314
12579,131236.67679940956
1338,158683.01858562406
8993,186666.0589420711
8981,129125.93637780598
3242,132009.62425493344
6626,215524.08521187626
12401,197617.47350822564
11593,131373.52917857622
9405,126555.59482434692
6610,175966.528820806
11318,205825.96945750393
7239,127744.59607146465
16740,125162.75756871828
4089,251938.56746607204
8962,127161.473483108
15147,182801.9726835041
6615,134721.29460769176
12426,179641.4154898328
12127,210807.80953950528
13831,177871.60427897755
12713,215574.29250990605
5132,124412.95935289488
4646,196308.09228366485
13672,176893.91916927972
6543,204983.35220030393
6150,203693.45739643002
11540,219919.9085026118
10395,133774.83303979837
16716,124734.10029439787
16128,182875.2574987309
6258,126583.9543333651
9532,171358.54811155194
8426,125739.58378410911
15095,214298.12784791255
9802,185926.46049536346
6542,154419.89827704016
14766,127419.58050747303
1213,204040.12428064557
15942,145806.74299338594
13000,180269.72243778422
7183,188796.80162301083
9391,198520.59069644718
14595,211874.34404546366
1052,148648.79053919978
14583,127975.21932453125
4839,125876.91953636362
14680,158737.78566792476
5505,125864.06294930115
10823,127588.73797874662
12195,184313.3229962448
4343,140014.39012922652
16143,209755.14753656942
15565,143502.42618642573
11291,155991.80957406783
13961,131004.80832157508
8516,129593.81285033427
11174,216033.93395801832
10795,180958.85306763666
14916,149353.32498404823
14384,154718.17236345695
1957,187114.6116482749
13666,128766.38400468022
9702,181169.35969687713
16231,141682.88982683374
14015,179779.06836920598
980,182055.13004016335
9,131779.53737667674
5509,128608.44019907371
5948,125259.16073451981
1859,181071.7814869198
2314,122794.75500555761
6853,171959.6305006278
3644,217487.74626093477
16132,146522.1973158684
11081,156459.17688639666
16111,153095.79516562133
648,215443.19051481725
16057,210972.87996175844
4618,141144.77067293855
256,127615.26765679855
7351,152988.8506032245
14106,191352.00745808985
13058,151607.20048101805
6723,185086.6883405002
12640,157662.68171886142
4190,148127.91024049016
10486,126042.93333573398
10663,193340.859827761
14803,179740.13943743982
12580,177423.0949400919
7855,152192.65537549785
10299,185287.57176867517
11552,197441.15846069524
13980,141602.8231778849
10842,126555.59283085827
13601,127404.67634764
4562,149031.9929536134
15231,148389.83110510212
10120,151082.00095744594
11384,199625.4640741113
11727,209783.2523349415
15599,178788.8204186124
14006,198725.48635556444
1758,126220.1481767199
2770,137591.87313950586
3310,218670.3625036825
7110,140993.16336848028
12776,125976.96619248901
10769,134557.72349541885
10905,185940.96352811856
11366,182530.71454979404
1359,179715.00077900404
6174,124526.76352955833
11792,150271.59348481102
8267,125987.50157239294
13907,137055.01194770046
7031,130501.88869306017
170,151141.74649141508
11373,215685.51265027426
14931,218802.60265464676
5745,135436.2509234703
8803,125550.74098232975
3639,215825.24910490203
1024,183567.10860445024
11259,139969.25059294532
11798,214602.85726064903
9198,129398.03443757773
10617,184442.4073406184
5243,184895.9060697874
6854,184890.99871302285
8263,179613.21660690976
14572,216189.5926375169
9009,131452.14355808677
13030,177607.98303702817
14269,128884.72640911161
14224,212338.95919734097
16727,226477.70293033548
11222,213695.58596921802
9596,162926.21064778592
16154,184847.09954433455
10162,209051.2185023069
7339,184338.36542248452
11089,125516.20778910283
6998,179004.92386727646
14673,145621.8275744544
1768,126073.7858426206
16465,202160.1416854384
1906,153313.03035620463
2569,124867.65307277306
2122,129297.60176191953
7044,174163.115644734
1006,177438.77521715555
12271,179187.54042448435
172,184286.61143906612
4755,179318.31365219265
1139,190634.73072433655
4743,167759.48897056998
3078,127904.05312467561
10478,218907.15922618957
14130,163602.08806386153
7743,208152.73563839932
10747,217919.66806948782
8466,183731.02741882676
15983,128739.76916892522
10664,181839.44297846142
8319,184330.05072417902
14040,193912.04982928067
5916,186842.2046005004
5377,212830.38473956412
10858,126229.08491125997
7636,155227.87895189042
3268,208374.43241129228
12526,182782.57913891983
5615,166240.46295609616
8718,181645.78327050697
4532,175969.0101236594
6732,160395.86139454565
6491,219091.44115385241
13456,126227.6453030024
10746,128359.59677580596
11169,177884.22047245977
10749,182785.33468521375
10350,211756.27018841272
14107,126318.20061889838
5818,130821.84132030708
14685,125589.01983165671
6396,211530.781721972
12123,123601.52106548689
8222,130336.99995701222
10932,181186.41161810668
2610,148884.90145497242
13195,212366.01811329415
2982,187938.6233894549
1189,126149.46856952325
7664,179029.98730658903
10154,185297.9787875216
2873,212103.33919531864
10260,181101.22088258242
12829,211691.95651666322
3177,181080.84760573972
7551,135640.28619445694
10674,172908.65649282007
11538,203844.6759948202
11110,188142.35515842936
7171,182982.16665451077
2423,126034.12413224991
12064,185261.11599462765
15936,214742.8105165157
14788,129097.37203473644
11772,147469.8140420825
6130,180823.9481543047
15419,144701.09158372006
7447,126331.95530978558
3691,181180.43556808267
14462,178216.27855869435
11228,212688.389536594
16442,216316.9365479004
14350,184996.57951229805
12249,128423.69461499841
12499,215681.6338247246
3658,182382.31510198198
11761,213496.871983356
7748,223461.27843114952
1908,179816.25441342997
7640,212867.8243446049
4478,127583.09563880126
11190,217040.55753388937
10156,362759.2667716577
9136,183652.92698076673
11143,207989.28066414723
1124,326017.6004810898
12065,142785.97476287786
6283,190946.3635802121
7671,375105.9616871027
12705,196019.05516708683
669,110757.90506251289
13154,271094.20881818235
8544,437292.5582703672
517,365923.3081554196
16101,229430.91882306384
13377,275886.52519607975
2838,118882.7161137778
8848,209794.55120970783
15397,402612.0568147324
3645,190829.681828207
14436,191816.87397029315
7854,194048.81366074932
1695,165063.96887095342
7991,165246.21169403888
9952,195683.20393698805
11488,368880.1820209513
528,169733.50753800024
295,169379.32040686585
4854,307306.2131403212
9060,256236.02975766477
11363,195627.9584008031
555,338671.81856745516
11453,265320.46645265154
856,172551.3792158037
15149,231522.91453852225
2858,245267.4671667297
2842,207280.94057233963
15897,325194.84368016414
14415,185860.3404052432
174,189799.04529928294
2003,191630.15477160364
2406,360826.75104835466
14000,332783.0489093091
6339,171237.70113589126
12275,331139.2017540152
13970,145716.0262212117
11482,190267.2037071449
2083,166981.29278910765
12611,143428.88306746684
2789,272194.63114597613
6393,175592.44258617554
16171,358876.5128451651
8005,198248.29657768615
5816,173431.82719833677
12472,171605.05387641347
8547,210984.3816039422
9484,189239.42716238755
12322,181433.27915472433
1990,217228.46627643047
16275,241700.88788487687
8151,215729.6345847837
8467,332796.4229931557
10708,159904.41092374123
2560,175010.65526644123
12505,219506.00445925668
2825,267155.63105055265
9547,137368.59711626117
9409,150424.79933301063
15168,221294.76051941392
12396,181596.61405479308
1151,167805.34433028102
13489,246222.23220890178
56,290372.2482442626
5806,165583.62323857972
13103,239508.30960746986
6322,159525.78187097883
1068,244196.49957551746
162,171725.28765696206
12353,184314.6603827256
8946,185636.28200410903
8,348174.1458463719
939,169689.62365452744
4271,236707.97584103246
9178,173468.95940699987
10251,218264.9183051375
3648,164927.00637821254
14982,218244.36989841293
3889,159004.98046509663
10800,173746.59610741324
3535,175860.4543153798
10948,181865.36195981497
5222,199599.54040429933
2446,224922.4551308637
2932,263271.1001804581
14307,229745.19590260077
14313,157728.59288180087
2053,225524.85572989722
7808,137323.84989553638
395,156470.1297780674
16611,147848.9706241296
14068,201042.73096588644
9037,353237.30663168256
15257,188154.57715372767
12630,157692.23033446912
15858,326901.02726516355
797,146638.26948457042
709,136779.88139247717
195,202315.58644613234
3160,142209.58612466248
6560,237947.7191127062
4749,211398.64184170612
2392,317397.28209699976
3528,200162.48627253395
4677,182833.01850282613
6704,165301.17302646395
6383,131757.52182980115
6816,258281.47362233966
4134,221337.92200758512
6639,226934.51350931174
11837,227801.52212256854
5787,146977.17900494282
7902,133413.0671963218
3331,319154.81109108013
11525,196655.34497307366
16251,131521.85632569127
11931,234092.7777102581
3444,130017.24000672527
15220,140648.11763818812
13285,206547.6372541981
15469,315405.4369428134
12736,275873.1222181355
8065,147191.43111867603
2690,171159.8451841775
15325,184400.37816169087
15937,274270.98327254306
3929,150172.90303973993
16722,185306.51868599444
10962,259286.58894512593
7673,213433.47787108907
10877,279476.02972018707
11650,260164.9939833081
16156,184152.58729016248
13924,131457.9827839466
10644,242985.69556180213
13646,253084.03136300086
11444,144215.3038854054
15411,245925.30644500977
14203,141155.12012661473
237,208809.04884188695
15896,143159.20936212703
12474,167297.72749704483
13639,206233.84936880297
11640,131909.28089297126
14191,259697.67936096108
12108,241334.95515918644
6552,184824.12995466217
15999,244511.13030121493
8305,204864.4675925607
4330,143085.02315562993
6554,189096.0352075264
10594,166424.35369344475
11357,190946.60933088
7391,184231.85329500597
1105,384462.50432615855
8932,194741.5048204205
3420,134120.80671120656
5155,183399.4814530725
3381,188227.03096241632
8340,193734.09914114897
3161,326572.35396189964
12901,143997.80516366032
10272,251181.39465656964
4205,234445.4729335287
13689,189410.91753907278
7286,136600.67186572767
5514,245840.87018586512
3190,187228.93037248444
2163,252892.10393268926
321,233992.62634701323
6561,144617.3831259
1222,326651.94297468214
2326,205496.69279151552
6677,199508.66908716934
14995,314934.8920842603
11036,267253.8268760956
6591,161280.820451519
11229,185606.17838334752
10235,158982.96420412906
11486,191895.083151597
12443,222717.49013402814
609,167303.0271904795
862,191667.65133476042
9692,242015.58566339247
7960,129386.75163485316
6683,236900.2034184302
14013,182565.40203059072
8318,152990.9176224831
1221,247557.28090298522
